ID Number,Status,Month,Year,Incident Time,District,Special Police groups,Subject Known,Subject Age,Subject Gender,Subject Ethnicity,RF: History of carrying weapons,RF: History of Violence Against Police,RF: History of Violence Against non-police,RF: Alcohol,RF: Drugs,RF: Mental health,RF: Distressed (not mental health),RF: Suicidal,RF: Excited Delerium,RF: Medical,RF: Other,Subject Armed,Subject Weapon - RECODE,Tactics Used,Communication: Usage Count,Communication: PCA,Communication: Tactic Location Type,Communication: Tactic Location Description,Communication: Tactic Effect,HC-Restraints: Usage Count,HC-Restraints 1: PCA,HC-Restraints 1: Technique,HC-Restraints 1: Tactic Location Type,HC-Restraints 1: Tactic Location Description,HC-Restraints 1: Tactic Effect,HC-Restraints 2: PCA,HC-Restraints 2: Technique,HC-Restraints 2: Tactic Location Type,HC-Restraints 2: Tactic Location Description,HC-Restraints 2: Tactic Effect,HC-Restraints 3: PCA,HC-Restraints 3: Technique,HC-Restraints 3: Tactic Location Type,HC-Restraints 3: Tactic Location Description,HC-Restraints 3: Tactic Effect,OC Spray: Usage Count,OC Spray 1: PCA,OC Spray 1: Spray Duration,OC Spray 1: Body Location,OC Spray 1: Tactic Location Type,OC Spray 1: Tactic Location Description,OC Spray 1: Environmental Conditions,OC Spray 1: Tactic Effect,OC Spray 2: PCA,OC Spray 2: Spray Duration,OC Spray 2: Body Location,OC Spray 2: Tactic Location Type,OC Spray 2: Tactic Location Description,OC Spray 2: Environmental Conditions,OC Spray 2: Tactic Effect,OC Spray 3: PCA,OC Spray 3: Spray Duration,OC Spray 3: Body Location,OC Spray 3: Tactic Location Type,OC Spray 3: Tactic Location Description,OC Spray 3: Environmental Conditions,OC Spray 3: Tactic Effect,Empty Hand: Usage Count,Empty Hand 1: PCA,Empty Hand 1: Tactic Location Type,Empty Hand 1: Tactic Location Description,Empty Hand 1: Tactic Effect,Empty Hand 2: PCA,Empty Hand 2: Tactic Location Type,Empty Hand 2: Tactic Location Description,Empty Hand 2: Tactic Effect,Empty Hand 3: PCA,Empty Hand 3: Technique,Empty Hand 3: Tactic Location Type,Empty Hand 3: Tactic Location Description,Empty Hand 3: Tactic Effect,Baton: Usage Count,Baton 1: PCA,Baton 1: Type,Baton 1: Method,Baton 1: Strikes,Baton 1: Tactic Location Type,Baton 1: Tactic Location Description,Baton 1: Tactic Effect,Baton 2: PCA,Baton 2: Type,Baton 2: Method,Baton 2: Strikes,Baton 2: Tactic Location Type,Baton 2: Tactic Location Description,Baton 2: Tactic Effect,Dog: Usage Count,Dog 1: PCA,Dog 1: Subject Bitten,Dog 1: Tactic Location Type,Dog 1: Tactic Location Description,Dog 1: Tactic Effect,Dog 2: PCA,Dog 2: Subject Bitten,Dog 2: Tactic Location Type,Dog 2: Tactic Location Description,Dog 2: Tactic Effect,Taser: Usage Count,Taser 1: PCA,Taser 1: Type,Taser 1: Reason No Warning - REDACTED,Taser 1: Deployment Method,Taser 1: Number of discharges with probes,Taser 1: Number of contact stuns,Taser 1: Num of 5 second cycles,Taser 1: Body Location,Taser 1: Activation Duration,Taser 1: Tactic Location Type,Taser 1: Tactic Location Description,Taser 1: Environmental Conditions,Taser 1: Subject Restrained?,Taser 1: Tactic Effect,Taser 2: PCA,Taser 2: Type,Taser 2: Reason No Warning,Taser 2: Deployment Method,Taser 2: Number of discharges with probes,Taser 2: Number of contact stuns,Taser 2: Num of 5 second cycles,Taser 2: Body Location,Taser 2: Activation Duration,Taser 2: Tactic Location Type,Taser 2: Tactic Location Description,Taser 2: Environmental Conditions,Taser 2: Subject Restrained?,Taser 2: Tactic Effect,Taser 3: PCA,Taser 3: Type,Taser 3: Reason No Warning,Taser 3: Deployment Method,Taser 3: Number of discharges with probes,Taser 3: Number of contact stuns,Taser 3: Num of 5 second cycles,Taser 3: Body Location,Taser 3: Activation Duration,Taser 3: Tactic Location Type,Taser 3: Tactic Location Description,Taser 3: Environmental Conditions,Taser 3: Subject Restrained?,Taser 3: Tactic Effect,Carotid Hold: Usage Count,Carotid Hold 1: Subject Behaviour,Carotid Hold 1: PCA,Carotid Hold 1: Effect of Hold,Carotid Hold 1: Tactic Location Type,Carotid Hold 1: Tactic Location Description,Carotid Hold 1: Tactic Effect,Carotid Hold 2: Subject Behaviour,Carotid Hold 2: PCA,Carotid Hold 2: Effect of Hold,Carotid Hold 2: Tactic Location Type,Carotid Hold 2: Tactic Location Description,Carotid Hold 2: Tactic Effect,Firearm: Usage Count,Firearm 1: PCA,Firearm 1: Firearm Type - RECODED,Firearm 1: Deployment Method,Firearm 1: Num Shots Fired,Firearm 1: Body Location,Firearm 1: Tactic Location Type,Firearm 1: Tactic Location Description,Firearm 1: Capable of Threat,Firearm 1: Tactic Effect,Firearm 2: PCA,Firearm 2: Firearm Type,Firearm 2: Deployment Method,Firearm 2: Num Shots Fired,Firearm 2: Body Location,Firearm 2: Tactic Location Type,Firearm 2: Tactic Location Description,Firearm 2: Capable of Threat,Firearm 2: Tactic Effect,Other: Usage Count,Other 1: Tactic - REDACTED,Other 1: PCA,Other 1: Tactic Location Type,Other 1: Tactic Location Description,Other 1: Tactic Effect,Other 2: Tactic,Other 2: PCA,Other 2: Tactic Location Type,Other 2: Tactic Location Description,Other 2: Tactic Effect,Incident Type,Most Effective Tactic - RECODED,Total Subject Injuries,Subject Injury 1: Cause,Subject Injury 1: Site,Subject Injury 1: Type,Subject Injury 1: Treatment Required,Subject Injury 1: Treatment Received,Subject Injury 2: Cause,Subject Injury 2: Site,Subject Injury 2: Type,Subject Injury 2: Treatment Required,Subject Injury 2: Treatment Received,Subject Injury 3: Cause,Subject Injury 3: Site,Subject Injury 3: Type,Subject Injury 3: Treatment Required,Subject Injury 3: Treatment Received,Staff Injury,Staff Injury: Area(s),Staff Injury: Outcome,Staff Injury: Cause,Staff Injury By Subject: Behaviour,Hard armour plates (HAP): Used,Reflectorised jacket: Used,SRBA: Used,SRBA: Felt Safer,SRBA: Worked,SRBA: Negative
11,Completed,9,2017,19:16,Northland,Nil,Yes,35,Male,European,N,N,N,N,N,Y,N,Y,N,N,Y,No Weapon but Believed,,"Communication
Firearm
Taser
",1,GBH,Residence,"Indoors
Confined area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Cooperative,X2,-,Laser Painting,-,-,-,-,-,Residence,"Indoors
Confined area","Good visibility
Dry ground
Calm
Static obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Residence,"Indoors
Confined area",Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1x - attempt suicide,Firearm,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,N/A,No
12,Completed,11,2017,19:18,Bay of Plenty,Nil,Yes,21,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,Had Weapon and Believed,Cutting/stabbing weapon,"Firearm
Taser
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Passive Resistant,X2,-,Presented,-,-,-,-,-,Outdoor public area,Outdoors,Good visibility,No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,Assaultive,Glock 17 Handgun,Presentation only,,,Outdoor public area,Outdoors,Yes,Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Taser,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,N/A,No
13,Completed,10,2017,7:09,Southern,Nil,Yes,27,Male,European,Y,N,N,N,N,N,N,Y,N,N,N,Had Weapon and Used,Firearm,"Firearm
Communication
Taser
",1,GBH,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Delayed and not sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,GBH,X2,-,Laser Painting,-,-,-,-,-,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area","Good visibility
Dry ground
Windy
Moving obstacles
Potential cross-fire/contamination",No,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,M4 Rifle,Presentation only,,,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Yes,Delayed and not sufficient,,,,,,,,,,0,,,,,,,,,,,1x - attempt suicide,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,No
14,Completed,9,2017,14:58,Canterbury,Nil,Yes,64,Male,Maori,N,Y,Y,N,N,N,N,N,N,N,Y,Had Weapon but Not Used,Bludgeoning weapon,"Taser
Communication
",1,Active Resistant,Outdoor public area,"Outdoors
Spacious area",Delayed but sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Active Resistant,X26 with camera,-,Laser Painting,-,-,-,-,-,Outdoor public area,"Outdoors
Spacious area","Good visibility
Dry ground
Windy",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,6d - bail breach,Communication,0,,,,,,,,,,,,,,,,Yes,"RShldr-front
RShldr-back",Medical,Subject,Other,No,No,Yes,Yes,Yes,No
15,Completed,7,2017,1:02,Wellington,Team Policing/Tactical Policing Unit (TP),Yes,20,Male,Pacific Island,N,N,N,Y,N,N,Y,N,N,N,N,Had Weapon but Not Used,Bludgeoning weapon,"Communication
Empty Hand
Taser
",1,Assaultive,Street/Highway/Motorway,"Outdoors
Spacious area",Delayed and not sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Street/Highway/Motorway,Outdoors,Delayed and not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,Outdoors,"Poor visibility
Wet ground",No,Delayed and not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
16,Completed,10,2017,4:24,Central,Nil,Yes,38,Female,Maori,N,N,N,Y,N,N,Y,N,N,N,N,Had Weapon but Not Used,Bludgeoning weapon,"Taser
Communication
",1,Assaultive,Residence,Indoors,Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X26 with camera,-,Presented,-,-,-,-,-,Residence,Indoors,"Good visibility
Static obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,No,,,
17,Completed,7,2017,18:27,Eastern,Dog Section,Yes,13,Male,Maori,N,N,N,N,N,N,Y,N,N,N,N,Had Weapon and Believed,Bludgeoning weapon,"Communication
Taser
",1,Assaultive,Street/Highway/Motorway,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X26 with camera,-,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,Outdoors,"Poor visibility
Dry ground
Moving obstacles",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
18,Completed,7,2017,13:49,Bay of Plenty,Nil,Yes,29,Male,European,N,Y,N,N,Y,Y,N,N,N,N,N,Had Weapon and Believed,Bludgeoning weapon,"Communication
Taser
",1,Assaultive,Other,"Indoors
Confined area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Presented,-,-,-,-,-,Other,"Indoors
Confined area","Good visibility
Static obstacles",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1m ? mental incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
19,Completed,10,2017,13:40,Bay of Plenty,Nil,Yes,41,Male,Maori,N,N,N,Y,N,Y,N,N,N,N,N,Had Weapon and Believed,Bludgeoning weapon,"Communication
Taser
Handcuffs-Restraints
",1,Assaultive,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Delayed and not sufficient,1,Assaultive,without pain compliance,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area","Good visibility
Dry ground
Calm
Static obstacles
Moving obstacles",No,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
20,Completed,11,2017,2:26,Counties/Manukau,Nil,Yes,24,Male,European,N,Y,Y,Y,N,Y,N,Y,N,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Communication
Taser
",1,Passive Resistant,Other,"Indoors
Confined area
Elevated position",Delayed but sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X26 with camera,-,Laser Painting,-,-,-,-,-,Outdoor public area,Outdoors,Poor visibility,No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1x - attempt suicide,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,No,,,
21,Completed,7,2017,12:17,Auckland City,Nil,Yes,56,Male,Maori,N,N,N,N,N,Y,N,Y,N,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Communication
Taser
",1,GBH,Residence,"Indoors
Confined area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,GBH,X26 with camera,-,Discharge,1,0,1,"UpperBack, LowerBack",5,Residence,"Indoors
Confined area","Good visibility
Static obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1x - attempt suicide,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
22,Completed,11,2017,13:25,Central,Criminal Investigation Branch (CIB),Yes,38,Male,Maori,Y,Y,Y,N,Y,Y,N,N,N,N,N,Had Weapon but Not Used,Cutting/stabbing weapon,"Communication
Taser
Handcuffs-Restraints
",1,Passive Resistant,Residence,Indoors,Delayed and not sufficient,1,Cooperative,without pain compliance,Residence,Indoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Active Resistant,X26 with camera,-,Laser Painting,-,-,-,-,-,Residence,Indoors,Poor visibility,No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4x - execute search warrant,Communication,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No
23,Completed,9,2017,17:03,Wellington,Dog Section,Yes,28,Male,Native African (or cultural group of African origin),Y,N,Y,N,N,N,N,N,N,N,N,Had Weapon but Not Used,Cutting/stabbing weapon,"Communication
Taser
",1,Cooperative,Street/Highway/Motorway,"Outdoors
Spacious area",Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Cooperative,X26 with camera,-,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,Outdoors,"Good visibility
Dry ground",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,No
24,Completed,10,2017,0:20,Eastern,Nil,Yes,29,Male,European,N,N,N,Y,N,N,N,N,N,N,Y,No Weapon,,"Taser
Communication
",1,GBH,Street/Highway/Motorway,"Outdoors
Spacious area
Elevated position",Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,GBH,X2,-,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,"Outdoors
Spacious area
Elevated position","Poor visibility
Dry ground
Windy
Static obstacles
Other",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1u ? traffic incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
25,Completed,8,2017,23:51,Wellington,Nil,No,,Male,African,N,N,N,N,N,N,N,N,N,N,Y,No Weapon but Believed,,"Taser
Communication
",1,Assaultive,Police Car,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,Police Car,Outdoors,Good visibility,No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1c ? car/person acting suspiciously,Communication,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
26,Completed,7,2017,22:49,Northland,Nil,Yes,26,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Taser
",1,Active Resistant,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Delayed and not sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,0,0,-,-,-,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area","Good visibility
Dry ground
Calm
Moving obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1u ? traffic incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,N/A,N/A,N/A
27,Completed,10,2017,2:33,Northland,Dog Section,No,16,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Taser
",1,Assaultive,Street/Highway/Motorway,"Outdoors
Spacious area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,"Outdoors
Spacious area","Good visibility
Calm",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1z ? other incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes
28,Completed,12,2017,21:02,Northland,Nil,Yes,25,Male,European,N,N,N,Y,N,Y,Y,N,Y,N,N,No Weapon,,"Communication
Taser
",1,Assaultive,Other,Indoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,Other,Indoors,Poor visibility,No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,Yes,No
29,Completed,10,2017,19:34,Bay of Plenty,Nil,Yes,27,Male,European,N,N,Y,N,N,N,Y,Y,N,N,N,No Weapon,,"Taser
Communication
",1,Assaultive,Police Cell,Indoors,Delayed but sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,Police Cell,Indoors,"Good visibility
Dry ground",No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1x - attempt suicide,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
30,Completed,9,2017,1:44,Waitemata,Nil,Yes,32,Male,Pacific Island,N,N,N,Y,N,N,Y,N,N,N,N,No Weapon,,"Communication
Taser
",1,Assaultive,Residence,Outdoors,Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X26 with camera,-,Laser Painting,-,-,-,-,-,Residence,Outdoors,"Good visibility
Dry ground",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
31,Completed,12,2017,2:20,Tasman,Nil,Yes,26,Male,European,Y,N,Y,Y,Y,N,N,N,N,N,N,No Weapon but Believed,,"Communication
Taser
",1,Assaultive,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X26 with camera,-,Laser Painting,-,-,-,-,-,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area","Good visibility
Dry ground
Calm",No,Opposite effect of that intended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1z ? other incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
32,Completed,8,2017,8:14,Tasman,Nil,Yes,41,Male,Maori,Y,N,N,N,Y,N,N,N,N,N,N,No Weapon but Believed,,"Taser
Communication
",1,Cooperative,Residence,"Indoors
Confined area",Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Presented,-,-,-,-,-,Residence,"Indoors
Confined area","Poor visibility
Static obstacles",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2w - arrest warrant (other),Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,No
33,Completed,8,2017,20:05,Southern,Nil,Yes,42,Male,European,N,Y,Y,Y,N,N,N,N,N,N,N,No Weapon,,"Communication
Taser
",1,Cooperative,Residence,Indoors,Delayed but sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,Residence,Indoors,Good visibility,No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
34,Completed,8,2017,1:24,Auckland City,Nil,Yes,27,Male,Pacific Island,N,Y,Y,Y,N,N,N,N,N,N,N,No Weapon,,"Communication
Taser
Handcuffs-Restraints
",1,Assaultive,Outdoor public area,Outdoors,Delayed and not sufficient,1,Cooperative,without pain compliance,Outdoor public area,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,Outdoor public area,Outdoors,"Good visibility
Dry ground
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4u - arrest and follow up,Communication,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
35,Completed,9,2017,0:42,Bay of Plenty,Other,Yes,23,Male,European,N,N,Y,Y,N,N,N,N,N,N,N,No Weapon,,"Communication
Taser
",1,Assaultive,Outdoor public area,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X26 with camera,-,Discharge,0,0,1,UpperBack,5,Outdoor public area,Outdoors,Good visibility,No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1u ? traffic incident,Communication,1,Taser,UpperBack,Taser Probe Injury,Nil,Nil,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
36,Completed,11,2017,18:30,Eastern,Nil,Yes,29,Male,Maori,N,N,Y,Y,N,N,N,N,N,N,N,No Weapon,,"Communication
Taser
",1,Assaultive,Residence,"Indoors
Confined area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,-,Laser Painting,-,-,-,-,-,Residence,"Indoors
Confined area","Good visibility
Dry ground
Calm",No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Communication,0,,,,,,,,,,,,,,,,,,,,,No,No,No,,,
